Program/Agency Name,Project Name,Sub-Project Name,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,Total 10 Year,Ward Number,Ward,Category
"Parks, Forestry & Recreation",Park Development,64A Thirteenth St - Colonel Samuel Smith Pk Exp,0,0,370,0,0,0,0,0,0,0,370,3,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,652 Eastern Above Base Park Development,0,370,0,0,0,0,0,0,0,0,370,14,Toronto-Danforth,Growth Related
"Parks, Forestry & Recreation",Park Development,666 Spadina Above Base Park Development,0,570,0,0,0,0,0,0,0,0,570,11,University-Rosedale,Growth Related
"Parks, Forestry & Recreation",Park Development,705 Progress Avenue - Ph 1 Park Development,0,0,0,0,0,0,0,90,1419,0,1509,24,Scarborough-Guildwood,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,705 Progress Avenue - Ph 2 Park Development,0,0,0,0,0,0,0,0,0,700,700,24,Scarborough-Guildwood,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,76 Coral Gable Drive Park Development,30,370,0,0,0,0,0,0,0,0,400,7,Humber River-Black Creek,Growth Related
"Parks, Forestry & Recreation",Park Development,Albert Standing Park Redevelopment S45,0,150,0,0,0,0,0,0,0,0,150,18,Willowdale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Alexandra Park - Park Improvements,120,800,0,0,0,0,0,0,0,0,920,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Allan Gardens OLA,250,0,0,0,0,0,0,0,0,0,250,13,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Anniversary Park - Development,30,370,0,0,0,0,0,0,0,0,400,13,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Apted Park Construction - S45,0,0,650,50,0,0,0,0,0,0,700,7,Humber River-Black Creek,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Apted Park Design - S37,0,45,5,0,0,0,0,0,0,0,50,7,Humber River-Black Creek,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Art Shoppe Park Development,270,0,0,0,0,0,0,0,0,0,270,12,Toronto-St. Pauls,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Balmoral Park Improvements S37,0,40,460,0,0,0,0,0,0,0,500,6,York Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Barbara Hall Park Redevelopment S37,0,300,0,0,0,0,0,0,0,0,300,13,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Bellbury Park Improvements S42,0,30,270,0,0,0,0,0,0,0,300,17,Don Valley North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Bisset Park OLA S37,20,255,0,0,0,0,0,0,0,0,275,3,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Bob Acton Park Improvements S42,20,30,0,0,0,0,0,0,0,0,50,19,Beaches-East York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Carlaw-Dundas and Ward 30 Park Improvements,0,0,0,0,0,0,0,0,0,0,0,14,Toronto-Danforth,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Centennial Park Master Plan Ph1 Implementation,0,1000,0,0,0,0,0,0,0,0,1000,2,Etobicoke Centre,Growth Related
"Parks, Forestry & Recreation",Park Development,Centennial Park Trail Improvements,0,750,0,0,0,0,0,0,0,0,750,2,Etobicoke Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Christie Pits Skateboard Park Lighting,51,0,0,0,0,0,0,0,0,0,51,11,University-Rosedale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Corktown Common Neighbourhood OLA,400,100,0,0,0,0,0,0,0,0,500,13,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Corktown Parks - Additional Funding S42,0,687,0,0,0,0,0,0,0,0,687,13,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,David Crombie Park Revitalization & Area Parks,180,6000,4600,4600,4600,4223,0,0,0,0,24203,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Diana Park - Improvements,63,0,0,0,0,0,0,0,0,0,63,6,York Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Dieppe Park Improvements - Phase 2,0,900,0,0,0,0,0,0,0,0,900,14,Toronto-Danforth,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Dunkip Park Development,40,460,0,0,0,0,0,0,0,0,500,3,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,Edwards Gardens Improvements,1000,2600,2600,0,0,0,0,0,0,0,6200,15,Don Valley West,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Eglinton Park Master Plan Implementation,0,0,350,3000,0,250,2000,0,0,0,5600,8,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Eglinton Park Master Plan Implementation,0,3300,400,0,0,0,0,0,0,0,3700,8,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Elie Wiesel Park Improvements S37,0,40,460,0,0,0,0,0,0,0,500,6,York Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Etobicoke City Centre Park - Design,30,900,50,0,0,0,0,0,0,0,980,3,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,Etobicoke City Centre Park Construction,0,2500,500,0,0,0,0,0,0,0,3000,3,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,Facilities Master Plan Implementation Planning,160,165,125,0,0,0,0,0,0,0,450,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Park Development,Fairfield Park - Park Improvements S42,0,25,190,0,0,0,0,0,0,0,215,3,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Fleet - Trees in Parks Area Maintenance,300,0,0,0,0,0,0,0,0,0,300,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Fleet-Area Maintenance (Ph 2 of Tree Serv. 2011),0,654,0,0,0,0,0,0,0,0,654,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,FMP-Dogs Off Leash Area (1),0,15,260,0,0,0,0,0,0,0,275,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Park Development,FMP-Dogs Off Leash Area (2),0,0,15,260,0,0,0,0,0,0,275,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Park Development,FMP-Dogs Off Leash Area (3),0,0,0,0,15,260,0,0,0,0,275,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Park Development,FMP-Dogs Off Leash Area (4),0,0,0,0,0,0,15,260,0,0,275,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Park Development,FMP-Dogs off Leash Area (5),0,0,0,0,0,0,0,0,15,260,275,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Park Development,Former Ward 19 Park Improvements,245,0,0,0,0,0,0,0,0,0,245,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Former Ward 24 Park Improvements,0,815,0,0,0,0,0,0,0,0,815,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Former Ward 33 Park Improvements S37 & S42,0,16,0,0,0,0,0,0,0,0,16,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Frank Faubert Woods Development,0,0,0,730,0,0,0,0,0,0,730,21,Scarborough Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Gore Park & Area Park Development^,1526,400,0,0,0,0,0,0,0,0,1926,10,Spadina-Fort York,Growth Related
"Parks, Forestry & Recreation",Park Development,Grand Avenue Park Expansion Ph1 Additional Funds,2875,400,0,0,0,0,0,0,0,0,3275,3,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,Green Line - Geary Ave Parcels,500,0,0,0,0,0,0,0,0,0,500,9,Davenport,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Green Line - Lower Davenport Parcels,200,850,0,0,0,0,0,0,0,0,1050,12,Toronto-St. Pauls,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Greenwood Park Dogs Off Leash Area Improvements,579,0,0,0,0,0,0,0,0,0,579,14,Toronto-Danforth,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Heschel Park Improvements S42,0,80,420,500,0,0,0,0,0,0,1000,6,York Centre,Growth Related
"Parks, Forestry & Recreation",Park Development,Hillsdale Parkette Expansion - Development,0,460,0,0,0,0,0,0,0,0,460,12,Toronto-St. Pauls,Growth Related
"Parks, Forestry & Recreation",Park Development,Humber Bay Park East - Rehabilitation of Ponds,2000,5190,0,0,0,0,0,0,0,0,7190,3,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Jane-Finch Area Park Improvements,0,100,400,500,500,0,0,0,0,0,1500,7,Humber River-Black Creek,Growth Related
"Parks, Forestry & Recreation",Park Development,Keelesdale Park - Rebuild Stairs/Path/N.Sporting^,0,893,0,0,0,0,0,0,0,0,893,5,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lambton Kingsway - Park Improvements S42/Donation,0,60,0,0,0,0,0,0,0,0,60,3,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lambton Kingsway - Park Improvements S42/S37,0,168,0,0,0,0,0,0,0,0,168,3,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Land Adjacent to 2175 Lake Shore Blvd. W Jade Park,0,900,0,0,0,0,0,0,0,0,900,3,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Land Adjacent to 2175 Lake Shore Blvd. W. Design,75,0,0,0,0,0,0,0,0,0,75,3,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lanyard Park -  Fitness Equipment S42,75,0,0,0,0,0,0,0,0,0,75,7,Humber River-Black Creek,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lawrence Heights Ph1a-Baycrest,0,2408,0,0,0,0,0,0,0,0,2408,8,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lawrence Heights Ph1a-Baycrest Additional Funds,0,1900,0,0,0,0,0,0,0,0,1900,8,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lawrence Heights Ph1b-Greenway,450,0,0,0,0,0,0,0,0,0,450,8,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lawrence Heights Ph1f-Local Neighbourhood Pk,48,1394,0,0,0,0,0,0,0,0,1442,8,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Lawrence Heights Phase 2 Parks,0,0,0,0,0,0,960,8653,0,0,9613,8,Eglinton-Lawrence,Growth Related
"Parks, Forestry & Recreation",Park Development,Little Jamaica & Eglinton West NBHD Park Improve,0,100,400,500,500,0,0,0,0,0,1500,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Park Development,Lower Yonge Park Development,0,0,0,0,1000,11000,0,0,0,0,12000,10,Spadina-Fort York,Growth Related
"Parks, Forestry & Recreation",Park Development,Madelaine Park Improvements S42,0,200,0,0,0,0,0,0,0,0,200,20,Scarborough Southwest,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Mallow Park Redevelopment Phase II S37,50,400,0,0,0,0,0,0,0,0,450,16,Don Valley East,Growth Related
"Parks, Forestry & Recreation",Park Development,Market Ln Parkette & S Market Pk Dvt Design - S42,0,90,0,0,0,0,0,0,0,0,90,13,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Market Ln Parkette & S Pk Devt Construction - S42,0,2975,0,0,0,0,0,0,0,0,2975,13,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Master Planning & Engagement,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,14000,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Midtown (Yonge-Eglinton) Park Improvements,0,100,1875,1025,0,0,0,0,0,0,3000,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Miles Road Park Development,0,500,0,0,0,0,0,0,0,0,500,3,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,Milliken District Pk-Upper Pond/Stream Restoration,266,100,0,0,0,0,0,0,0,0,366,23,Scarborough-North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Milliken Park Fitness Pod Installation,0,75,0,0,0,0,0,0,0,0,75,23,Scarborough-North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Moss Park - Park Redevelopment Construction,0,0,60,65,2470,2440,2465,0,0,0,7500,13,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Moss Park - Park Redevelopment Design,0,150,150,0,0,0,0,0,0,0,300,13,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Mount Dennis Area Park Improvements,0,0,100,400,500,500,0,0,0,0,1500,5,York South-Weston,Growth Related
"Parks, Forestry & Recreation",Park Development,Mouth of the Creek Construction Ph. 1 S37/S45,0,6000,540,0,0,0,0,0,0,0,6540,10,Spadina-Fort York,Growth Related
"Parks, Forestry & Recreation",Park Development,Mouth of the Creek Construction Phase 2,0,0,4460,0,0,0,0,0,0,0,4460,10,Spadina-Fort York,Growth Related
"Parks, Forestry & Recreation",Park Development,North Park Improvements S37,0,25,293,0,0,0,0,0,0,0,318,5,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Osler Park - Park Improvements,0,600,0,0,0,0,0,0,0,0,600,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Park Develop 351 Lake Promenade Windows on Lake,0,250,0,0,0,0,0,0,0,0,250,3,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Parkway Forest OLA S42,0,40,460,0,0,0,0,0,0,0,500,17,Don Valley North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Phoebe St/Soho Square - New Park Development,25,225,0,0,0,0,0,0,0,0,250,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Redpath Park Redevelopment S42,100,1100,0,0,0,0,0,0,0,0,1200,15,Don Valley West,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Riverdale Park East Top of Bank Improvements,0,150,0,0,0,0,0,0,0,0,150,14,Toronto-Danforth,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Rosehill Reservoir Park Improvements with TW,302,0,0,0,0,0,0,0,0,0,302,11,University-Rosedale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Ruddington Park Improvements S42,186,0,0,0,0,0,0,0,0,0,186,17,Don Valley North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Runnymede Park Improvements S37,0,80,720,0,0,0,0,0,0,0,800,5,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Scarborough Centre Area Park Development,0,100,500,2400,0,0,0,0,0,0,3000,21,Scarborough Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Silvercreek Park Improvements S37 S42,435,100,0,0,0,0,0,0,0,0,535,2,Etobicoke Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Silverview Park Redevelopment Study S37,0,200,0,0,0,0,0,0,0,0,200,18,Willowdale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Six Points Park Expansion,0,365,0,0,0,0,0,0,0,0,365,3,Etobicoke-Lakeshore,Growth Related
"Parks, Forestry & Recreation",Park Development,St. Clair-Oakwood/Keele Area Park Improvements,0,100,555,555,790,0,0,0,0,0,2000,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,St. Jamestown Open Space Construction,0,4615,0,0,0,0,0,0,0,0,4615,13,Toronto Centre,Growth Related
"Parks, Forestry & Recreation",Park Development,St. Lucie Pk -  Fitness Equipment & Seating S42,90,0,0,0,0,0,0,0,0,0,90,7,Humber River-Black Creek,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,St. Patrick's Square - Park Improvements S37,0,270,0,0,0,0,0,0,0,0,270,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Stan Wadlow Park Lighting,93,0,0,0,0,0,0,0,0,0,93,19,Beaches-East York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Sunnydale Acres Park Improvements  S37,0,142,0,0,0,0,0,0,0,0,142,1,Etobicoke North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,TO Core Park Improvements-Various Sites Ph A,0,300,555,355,0,0,0,0,0,0,1210,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,TO Core Park Improvements-Various Sites Ph B,0,0,100,555,555,0,0,0,0,0,1210,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,TO Core Park Master Planning,0,220,220,220,165,0,0,0,0,0,825,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Toronto Island Master Plan Implementation,0,500,1500,2000,0,0,0,0,0,0,4000,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Toronto Island Park Implementation Phase 1,500,500,0,0,0,0,0,0,0,0,1000,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Turning Basin Park Design S42,0,500,0,0,0,0,0,0,0,0,500,14,Toronto-Danforth,Growth Related
"Parks, Forestry & Recreation",Park Development,Various Parks - Parks Rehabilitation,5200,5100,5000,5000,5000,5000,5000,5000,5000,5000,50300,CW,City Wide,State of Good Repair
"Parks, Forestry & Recreation",Park Development,Victoria Memorial Square Improvements S42,100,1100,0,0,0,0,0,0,0,0,1200,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Wallace Emerson (Galleria) Park & Fieldhouse Ph 1,0,2350,0,0,0,0,0,0,0,0,2350,9,Davenport,Growth Related
"Parks, Forestry & Recreation",Park Development,Wallace Emerson Park Redevelopment- Phase 1,150,2425,5950,0,0,0,0,0,0,0,8525,9,Davenport,Growth Related
"Parks, Forestry & Recreation",Park Development,Wallace Swanek Lighting S42,0,40,185,0,0,0,0,0,0,0,225,5,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Ward 17 Participatory Budget Henry Farms S37,0,100,300,0,0,0,0,0,0,0,400,17,Don Valley North,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Wayfinding for Parks and Trails,500,250,0,0,0,0,0,0,0,0,750,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Weston Tunnel Park Development,0,620,0,0,0,0,0,0,0,0,620,5,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Widmer @ Adelaide - S42,200,0,0,0,0,0,0,0,0,0,200,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,Yonge Street Linear Parks Improvement S42,131,5319,0,0,0,0,0,0,0,0,5450,13,Toronto Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,York Off Ramp Park Construction,4000,0,0,0,0,0,0,0,0,0,4000,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Parking Lots and Tennis Courts,CAMP (SGR) Parking Lots&Tennis Crts,2502,3212,4431,0,0,0,0,0,0,0,10145,CW,City Wide,State of Good Repair
"Parks, Forestry & Recreation",Parking Lots and Tennis Courts,"CAMP(SGR) Parking Lots, Tennis Courts &Sports Pads",0,0,0,5280,11914,9927,11439,9892,12396,9232,70080,CW,City Wide,State of Good Repair
"Parks, Forestry & Recreation",Parking Lots and Tennis Courts,FMP-Tennis Court Complex no Lights (1) Muirlands,0,280,0,0,0,0,0,0,0,0,280,23,Scarborough-North,Growth Related
"Parks, Forestry & Recreation",Parking Lots and Tennis Courts,FMP-Tennis Court Complex no Lights (2) Ward 11,0,20,280,0,0,0,0,0,0,0,300,11,University-Rosedale,Growth Related
"Parks, Forestry & Recreation",Parking Lots and Tennis Courts,FMP-Tennis Court Complex no Lights (3),0,0,0,0,0,0,0,0,20,280,300,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Parking Lots and Tennis Courts,FMP-Tennis Court Complex with Lights (1) South,0,30,470,0,0,0,0,0,0,0,500,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Parking Lots and Tennis Courts,FMP-Tennis Court Complex with Lights (2) East,0,0,30,470,0,0,0,0,0,0,500,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Parking Lots and Tennis Courts,FMP-Tennis Court Complex with Lights (3) North,0,0,0,30,470,0,0,0,0,0,500,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Parking Lots and Tennis Courts,FMP-Tennis Court Complex with Lights (4) East,0,0,0,0,0,0,0,0,30,470,500,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Parking Lots and Tennis Courts,Tennis Court Resurfacing East District,150,0,0,0,0,0,0,0,0,0,150,CW,City Wide,State of Good Repair
"Parks, Forestry & Recreation",Playgrounds/Waterplay,19 Western Battery Road Park Development S42,550,0,0,0,0,0,0,0,0,0,550,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,Alderwood Memorial Park Playground S37/S42,0,35,315,0,0,0,0,0,0,0,350,3,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,CAMP (SGR) Waterplays,1223,2345,1277,359,1695,743,887,500,859,823,10711,CW,City Wide,State of Good Repair
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Bell Manor Park - New Splash Pad S42,660,0,0,0,0,0,0,0,0,0,660,3,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Maple Leaf Pk New Splash Pad,660,0,0,0,0,0,0,0,0,0,660,5,York South-Weston,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Pelmo Park Splash Pad (1),660,0,0,0,0,0,0,0,0,0,660,5,York South-Weston,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Splash Pad (8),0,0,0,0,0,0,0,0,40,660,700,2,Etobicoke Centre,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Wading Pool Convert to Splash Pad (3),0,0,0,0,0,0,0,0,50,650,700,21,Scarborough Centre,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 11 Wading Pool Convert to Splash Pad (1),0,50,650,0,0,0,0,0,0,0,700,11,University-Rosedale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 15 Splash Pad (7),0,0,0,0,0,0,40,660,0,0,700,15,Don Valley West,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 16 Splash Pad (3),0,40,660,0,0,0,0,0,0,0,700,16,Don Valley East,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 2 Splash Pad (5),0,0,0,0,40,660,0,0,0,0,700,2,Etobicoke Centre,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 23 Splash Pad (4),0,0,40,660,0,0,0,0,0,0,700,23,Scarborough-North,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 24 Splash Pad (2),40,660,0,0,0,0,0,0,0,0,700,24,Scarborough-Guildwood,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 6 Splash Pad (6),0,0,0,0,0,0,40,660,0,0,700,6,York Centre,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 8 Wading Pool Convert to Splash Pad (2),0,50,650,0,0,0,0,0,0,0,700,8,Eglinton-Lawrence,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,Gledhill Park - Splash Pad Upgrade,0,40,660,0,0,0,0,0,0,0,700,19,Beaches-East York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,L`Amoreaux Kidstown Improvements S42,0,4993,0,0,0,0,0,0,0,0,4993,22,Scarborough-Agincourt,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,Play Enhancement Program,3673,7927,5800,5800,5800,5800,5800,5800,5800,5800,58000,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,Spring Garden Park (West) - New Playground,300,0,0,0,0,0,0,0,0,0,300,3,Etobicoke-Lakeshore,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,Willowdale Park & Playground Improvements S37,100,0,0,0,0,0,0,0,0,0,100,18,Willowdale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,Blantyre ODP Improvements S37 S42,250,917,1000,0,0,0,0,0,0,0,2167,20,Scarborough Southwest,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,CAMP (SGR) Pools,-124,5032,3208,0,0,0,0,0,0,0,8116,CW,City Wide,State of Good Repair
"Parks, Forestry & Recreation",Pool,CAMP (SGR) Pools,0,0,0,3114,6498,885,4418,4952,7200,4882,31949,CW,City Wide,State of Good Repair
"Parks, Forestry & Recreation",Pool,CAMP (SGR) Pools FY2018-2020,5092,0,0,0,0,0,0,0,0,0,5092,CW,City Wide,State of Good Repair
"Parks, Forestry & Recreation",Pool,Davisville Community Pool - Construction,0,17803,8167,0,0,0,0,0,0,0,25970,12,Toronto-St. Pauls,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,Davisville Community Pool - Design,875,960,645,0,0,0,0,0,0,0,2480,12,Toronto-St. Pauls,Growth Related
"Parks, Forestry & Recreation",Pool,FMP-North York Pool Addition (2) Construction,0,0,0,0,0,0,0,12000,15000,0,27000,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,FMP-North York Pool Addition (2) Design,0,0,0,0,0,0,625,1500,875,0,3000,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,FMP-Scadding Court Pool Replacement Construction,0,0,0,0,0,12000,15000,0,0,0,27000,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,FMP-Scadding Court Pool Replacement Design,0,0,0,0,625,1500,875,0,0,0,3000,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,FMP-Scarborough Pool Addition (3) Design,0,0,0,0,0,0,0,0,625,3375,4000,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,FMP-Waterfront West Pool Addition (1) Construction,0,0,0,12000,15000,0,0,0,0,0,27000,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Pool,FMP-Waterfront West Pool Addition (1) Design,0,0,625,1500,875,0,0,0,0,0,3000,10,Spadina-Fort York,Service Improvement and Enhancement
